formula,type,activity,Syngony,shape,"length, nm","width, nm","depth, nm",Sufrace,surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,Subtype,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C"
Ni@Pt0.5,core-shell,peroxidase,7,sphere-like,14.9,14.9,14.9,additional,naked,poly(N-Vinylpyrrolidone),0,55000.00,13.0000,0.150000000,TMB + H2O2,TMB,0.0100,0.6000,"2,000.000",,4,
SrFeO3,bimeo,peroxidase,,,100,100,100,naked,naked,0,citric acid,192.12,6.0500,0.000180000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
La0.5Sr0.5MnO3,trmeo,peroxidase,,,52,52,52,naked,naked,0,citric acid,192.12,40.0800,0.000540000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
La0.5Sr0.5FeO3,trmeo,peroxidase,,,46,46,46,naked,naked,0,citric acid,192.12,8.1400,0.000130000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
LaNiO3,bimeo,peroxidase,5,,10,10,10,naked,naked,0,citric acid,192.12,359.9200,0.004630000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
LaNiO3-H2,bimeo,peroxidase,,,68,68,68,naked,naked,0,citric acid,192.12,125.9600,0.001450000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
LaMnO3,bimeo,peroxidase,7,,70,70,70,naked,naked,0,citric acid,192.12,31.4600,0.000680000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
LaMn0.5Ni0.5O3,trmeo,peroxidase,,,60,60,60,naked,naked,0,citric acid,192.12,112.8400,0.000440000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
CoO,meo,peroxidase,,,30,30,30,naked,naked,0,0,0.00,92.1000,0.001140000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
LaCoO3,bimeo,peroxidase,,,73,73,73,naked,naked,0,0,0.00,205.4500,0.000930000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
CeO2,meo,peroxidase,,,5,5,5,naked,naked,0,sodium citrate,192.12,4.4100,0.000180000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
Fe2O3,meo,peroxidase,,,350,350,350,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,75.9700,0.000068000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
Fe3O4,meo,peroxidase,7,,500,500,500,naked,naked,0,0,0.00,41.6600,0.000160000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
CuO ,meo,peroxidase,7,,5,5,5,naked,naked,0,0,0.00,31.1800,0.000280000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
Co3O4,meo,peroxidase,,,45,45,45,naked,naked,0,0,0.00,41.7500,0.000260000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
Mn2O3,meo,peroxidase,7,,1300,780,780,naked,naked,0,0,0.00,12.5300,0.001010000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
Cu(OH)2,salt,peroxidase,3,,420,420,420,additional,naked,poly(N-Vinylpyrrolidone),0,55000.00,28.9100,0.000340000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
LaCrO3,bimeo,peroxidase,7,,73,73,73,naked,naked,0,citric acid,192.12,no,0.000170000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
LaFeO3,bimeo,peroxidase,7,,73,73,73,naked,naked,0,citric acid,192.12,no,0.000190000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
CaMnO3,bimeo,peroxidase,,,1000,1000,1000,naked,naked,0,0,0.00,no,0.000150000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
NiO,meo,peroxidase,5,,100,100,100,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,no,0.000110000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
MnO2,meo,peroxidase,4,,30,30,30,naked,naked,0,0,0.00,no,0.000006400,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
Mn3O4,meo,peroxidase,,,13,13,13,naked,naked,0,0,0.00,no,0.000130000,H2O2 + TMB,H2O2,10.0000,200.0000,0.800,0.0100000,4.5,37
Cu(OH)2,salt,peroxidase,3,,200,30,30,additional,naked,poly(N-Vinylpyrrolidone),0,1300000.00,2.4480,0.000448300,TMB + H2O2,TMB,0.0500,0.9000,0.530,1.0000000,4.5,25
Cu(OH)2,salt,peroxidase,3,,200,30,30,additional,naked,poly(N-Vinylpyrrolidone),0,1300000.00,0.1990,0.000425100,H2O2 + TMB,H2O2,0.0500,0.8000,0.800,1.0000000,4.5,25
Fe2O3,meo,peroxidase,5,,39,39,39,naked,naked,0,0,0.00,0.1530,0.000029400,TMB + H2O2,TMB,0.0100,1.0000,700.000,0.0625000,3.5,
Fe2O3,meo,peroxidase,5,,39,39,39,naked,naked,0,0,0.00,86.4250,0.000030500,H2O2 + TMB,H2O2,10.0000,"1,000.0000",0.800,0.0625000,3.5,
Fe2O3,meo,peroxidase,5,,30,30,30,naked,naked,0,0,0.00,0.2140,0.000027400,TMB + H2O2,TMB,0.0100,1.0000,700.000,0.0625000,3.5,
Fe2O3,meo,peroxidase,5,,30,30,30,naked,naked,0,0,0.00,125.9040,0.000028900,H2O2 + TMB,H2O2,10.0000,"1,000.0000",0.800,0.0625000,3.5,
Fe2O3,meo,peroxidase,5,,33,33,33,naked,naked,0,0,0.00,0.2360,0.000026500,TMB + H2O2,TMB,0.0100,1.0000,700.000,0.0625000,3.5,
Fe2O3,meo,peroxidase,5,,33,33,33,naked,naked,0,0,0.00,132.9175,0.000028900,H2O2 + TMB,H2O2,10.0000,"1,000.0000",0.800,0.0625000,3.5,
V2O5,meo,peroxidase,3,rod,1400,74,74,naked,naked,0,0,0.00,1.2800,0.004650000,GSH + H2O2,GSH,0.0100,6.0000,0.200,0.0200000,7.4,25
V2O5,meo,peroxidase,3,plate,300,300,20,naked,naked,0,0,0.00,3.4250,0.007783333,GSH + H2O2,GSH,0.0100,6.0000,0.200,0.0200000,7.4,25
V2O5,meo,peroxidase,3,flower,14000,14000,14000,naked,naked,0,0,0.00,1.6710,0.007200000,GSH + H2O2,GSH,0.0100,6.0000,0.200,0.0200000,7.4,25
V2O5,meo,peroxidase,3,sphere,300,300,300,naked,naked,0,0,0.00,1.9580,0.010033333,GSH + H2O2,GSH,0.0100,6.0000,0.200,0.0200000,7.4,25
V2O5,meo,peroxidase,3,rod,1400,74,74,naked,naked,0,0,0.00,0.0444,0.003210000,H2O2 + GSH,H2O2,0.0100,0.4000,2.000,0.0200000,7.4,25
V2O5,meo,peroxidase,3,plate,300,300,20,naked,naked,0,0,0.00,0.0573,0.003883333,H2O2 + GSH,H2O2,0.0100,0.4000,2.000,0.0200000,7.4,25
V2O5,meo,peroxidase,3,flower,14000,14000,14000,naked,naked,0,0,0.00,0.0925,0.005666667,H2O2 + GSH,H2O2,0.0100,0.4000,2.000,0.0200000,7.4,25
V2O5,meo,peroxidase,3,sphere,300,300,300,naked,naked,0,0,0.00,0.1430,0.002383333,H2O2 + GSH,H2O2,0.0100,0.4000,2.000,0.0200000,7.4,25
Co3O4/Rh0.125,bimeo,oxidase,,plate,100,20,20,additional,naked,0,Cetrimonium bromide,364.45,0.0180,0.000064500,TMB,TMB,0.0100,0.0700,no,0.1000000,3.5,25
Fe3O4,meo,peroxidase,7,,700,300,300,additional,naked,0,ethylene glycol ,62.07,0.0003,2.700000000,TMB + H2O2,TMB,0.0100,0.8000,500.000,0.0600000,3.6,37
Fe3O4,meo,peroxidase,7,,700,300,300,additional,naked,0,ethylene glycol ,62.07,1.2810,85.900000000,H2O2 + TMB,H2O2,10.0000,100.0000,16.000,0.0600000,3.6,37
(Fe3O4)0.1/CuO1.5,comp,peroxidase,,flower-like ,700,300,300,additional,naked,0,ethylene glycol ,62.07,0.0012,25.100000000,TMB + H2O2,TMB,0.0100,0.8000,500.000,0.0600000,3.6,37
(Fe3O4)0.1/CuO1.5,comp,peroxidase,,flower-like ,700,300,300,additional,naked,0,ethylene glycol ,62.07,0.0300,12.300000000,H2O2 + TMB,H2O2,10.0000,100.0000,16.000,0.0600000,3.6,37
Pt,me,peroxidase,7,cube,8.16,8.16,8.16,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000.00,0.8100,0.000276000,TMB + H2O2,TMB,0.0500,0.6000,"2,000.000",,4,22
Pt,me,peroxidase,7,cube,6.45,6.45,6.45,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000.00,0.6600,0.000386000,TMB + H2O2,TMB,0.0500,0.6000,"2,000.000",,4,22
Pt,me,peroxidase,7,sphere,4.3,4.3,4.3,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000.00,0.7100,0.000512000,TMB + H2O2,TMB,0.0500,0.6000,"2,000.000",,4,22
Pt,me,peroxidase,7,cube,7.3,7.3,7.3,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000.00,0.7300,0.000330000,TMB + H2O2,TMB,0.0500,0.6000,"2,000.000",,4,22
Pt,me,peroxidase,7,cube,8.62,8.62,8.62,additional,naked,0,Cetrimonium bromide,364.45,0.4200,0.000110000,TMB + H2O2,TMB,0.0500,0.6000,"2,000.000",,4,22
Pt,me,peroxidase,7,cube,6.69,6.69,6.69,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,10000.00,0.5200,0.000240000,TMB + H2O2,TMB,0.0500,0.6000,"2,000.000",,4,22
Pt,me,peroxidase,7,cube,8.24,8.24,8.24,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,360000.00,0.8100,0.000300000,TMB + H2O2,TMB,0.0500,0.6000,"2,000.000",,4,22
CuCo2O4,bimeo,peroxidase,7,sphere,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),0,,0.1646,0.000635400,TMB + H2O2,TMB,0.0100,0.1000,25.000,0.3000000,5,40
CuCo2O4,bimeo,peroxidase,7,sphere,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),0,,0.5900,0.000068300,H2O2 + TMB,H2O2,10.0000,100.0000,0.100,0.3000000,5,40
Fe3O4,meo,peroxidase,,sphere,25,25,25,cover,lignin,0,0,,0.5100,0.000010300,TMB + H2O2,TMB,0.4000,6.0000,100.000,0.2640000,3,50
Fe3O4,meo,peroxidase,,sphere,25,25,25,cover,lignin,0,0,,5.3000,0.000009600,H2O2 + TMB,H2O2,10.0000,250.0000,4.000,0.2640000,3,50
Fe3O4,meo,peroxidase,7,sphere,20,20,20,cover,Dextran,0,0,10000.00,1.3000,0.000098000,TMB + H2O2,TMB,100.0000,500.0000,245.000,2.0000000,4,
Fe3O4,meo,peroxidase,7,rod,310,135,135,cover,Dextran,0,0,10000.00,0.5000,0.000116000,TMB + H2O2,TMB,100.0000,500.0000,245.000,2.0000000,4,
Ru0.85Cu0.15,bimeo,peroxidase,6,,45,45,3.5,cover,poly(ethylene oxide),poly(N-Vinylpyrrolidone),0,10000.00,0.2990,0.000556000,H2O2 + TMB,H2O2,0.0500,1.6000,1.000,1.0000000,4.6,
Ru0.85Cu0.15,bimeo,peroxidase,6,,45,45,3.5,cover,poly(ethylene oxide),poly(N-Vinylpyrrolidone),0,10000.00,0.2800,0.000476000,H2O2 + TMB,H2O2,0.0500,1.6000,1.000,1.0000000,5.7,
Ru0.85Cu0.15,bimeo,peroxidase,6,,45,45,3.5,cover,poly(ethylene oxide),poly(N-Vinylpyrrolidone),0,10000.00,0.4080,0.000357000,H2O2 + TMB,H2O2,0.0500,1.6000,1.000,1.0000000,6.5,
Rh,me,peroxidase,7,sphere,6.5,6.5,6.5,additional,naked,0,citric acid,192.12,0.1980,0.000067800,TMB + H2O2,TMB,0.1000,1.5000,0.100,,4,35
Rh,me,peroxidase,7,sphere,6.5,6.5,6.5,additional,naked,0,citric acid,192.12,0.3800,0.000241000,H2O2 + TMB,H2O2,0.0250,0.7500,1.500,,4,35
Pd,me,peroxidase,6,plates,63.5,63.5,1.8,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,0.1098,0.000058200,TMB + H2O2,TMB,0.0500,0.7000,10.000,200.0000000,4.5,25
Pd,me,peroxidase,6,plates,63.5,63.5,1.8,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,4.3980,0.000065100,H2O2 + TMB,H2O2,0.5000,10.0000,0.500,200.0000000,4.5,25
Pd@Pt,core-shell,peroxidase,6,plates,63.5,63.5,1.8,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,0.0865,0.000062280,TMB + H2O2,TMB,0.0500,0.7000,10.000,200.0000000,4.5,25
Pd@Pt,core-shell,peroxidase,6,plates,63.5,63.5,1.8,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,2.2310,0.000050000,H2O2 + TMB,H2O2,0.5000,10.0000,0.500,200.0000000,4.5,25
Co3O4,meo,peroxidase,7,plates,300,20,20,cover,montmorillonite,0,0,360.31,0.0022,0.000017495,TMB + H2O2,TMB,0.0010,0.0900,25.000,0.3000000,4,40
Co3O4,meo,peroxidase,7,plates,300,20,20,cover,montmorillonite,0,0,360.31,20.4920,0.000342300,H2O2 + TMB,H2O2,20.0000,80.0000,1.000,0.3000000,4,40
(CeO2)0.10/Co3O4,comp,peroxidase,7,flower-like,500,500,500,additional,naked,0,glucose,180.16,0.1400,0.000413000,TMB + H2O2,TMB,0.1000,1.0000,100.000,0.0500000,4,40
(CeO2)0.10/Co3O4,comp,peroxidase,7,flower-like,500,500,500,additional,naked,0,glucose,180.16,7.0900,0.000433000,H2O2 + TMB,H2O2,10.0000,150.0000,0.800,0.0500000,4,40
Cu2(OH)3Cl-CeO2,comp,peroxidase,,,1000,1000,1000,naked,naked,0,0,0,12.3600,0.000106200,TMB + H2O2,TMB,0.2000,0.8000,8.000,0.0400000,3,25
Cu2(OH)3Cl-CeO2,comp,peroxidase,,,1000,1000,1000,naked,naked,0,0,0,11.6100,0.000081500,H2O2 + TMB,H2O2,0.8000,1.5385,8.000,0.0400000,3,25
Fe3O4,meo,peroxidase,7,sphere,25,25,25,naked,naked,0,0,0,0.1730,0.000172000,TMB + H2O2,TMB,0.0010,0.8000,"1,000.000",0.0200000,4,45
Fe3O4,meo,peroxidase,7,sphere,25,25,25,naked,naked,0,0,0,185.0000,0.282000000,H2O2 + TMB,H2O2,5.0000,"1,000.0000",0.800,0.0200000,4,45
Fe3O4,meo,peroxidase,7,sphere,28,28,28,cover,"poly(ethylene oxide), phosphine oxide",oleic acid,0,2000.00,0.1870,0.000591000,TMB + H2O2,TMB,0.0010,1.0000,"1,000.0000",0.0200000,4,45
Fe3O4,meo,peroxidase,7,sphere,28,28,28,cover,poly(ethylene oxide),oleic acid,0,2000.00,30.0000,0.580000000,H2O2 + TMB,H2O2,10.0000,"1,000.0000",0.800,0.0200000,4,45
Fe3O4,meo,peroxidase,7,sphere,28,28,28,cover,mPEG-Dimyristoyl glycerol,oleic acid,0,2000.00,0.1850,0.000519000,TMB + H2O2,TMB,0.0010,1.0000,"1,000.0000",0.0200000,4,45
Fe3O4,meo,peroxidase,7,sphere,28,28,28,cover,mPEG-Dimyristoyl glycerol,oleic acid,0,2000.00,39.0000,0.529000000,H2O2 + TMB,H2O2,10.0000,"1,000.0000",0.800,0.0200000,4,45
RuTe,bime,peroxidase,6,rod,130,14,14,additional,naked,poly(N-Vinylpyrrolidone),0,40000.00,208.8500,0.000026600,H2O2 + TMB,H2O2,10.0000,700.0000,10.000,2.0000000,5,
RuTe,bime,catalase,6,rod,130,14,14,additional,naked,poly(N-Vinylpyrrolidone),0,40000.00,0.0188,0.058900000,H2O2 + ammonium molybdate,H2O2,10.0000,200.0000,,2.0000000,6,
Cu1.2Te,bime,oxidase,,cuboid,17,11,9,cover,poly(ethylene oxide),oleic acid,oleylamine,2000.00,0.2900,0.0149,GSH,GSH,0.1000,0.9000,no,0.0200000,,
Cu1.2Te,bime,oxidase,,cuboid,17,11,9,cover,poly(ethylene oxide),oleic acid,oleylamine,2000.00,0.1900,0.0193,GSH,GSH,0.1000,0.9000,no,0.0200000,,
Cu1.2Te,bime,peroxidase,,cuboid,17,11,9,cover,poly(ethylene oxide),oleic acid,oleylamine,2000.00,189,0.000730000,H2O2 + TMB,H2O2,10.0000,97.9000,10.000,0.5000000,5,
Cu1.2Te,bime,peroxidase,,cuboid,17,11,9,cover,poly(ethylene oxide),oleic acid,oleylamine,2000.00,135,0.000870000,H2O2 + TMB,H2O2,10.0000,97.9000,10.000,0.5000000,5,
MnO2,meo,oxidase,4,sphere,1000,1000,1000,naked,naked,0,0,0,0.1000,0.000200000,TMB,TMB,0.0200,0.2000,no,0.5000000,4,
CuMnO2,bimeo,oxidase,7,petal-like,400,400,400,naked,naked,0,0,0,0.0499,0.000750400,TMB,TMB,0.0500,0.8000,no,0.0650000,4,30
CuO ,meo,peroxidase,2,nanoflowers,200,200,200,cover,poly(acrylonitrile),poly(N-Vinylpyrrolidone),0,4000.00,0.5800,0.000201400,TMB + H2O2,TMB,0.1000,1.0000,5.000,1.0000000,4,35
CuO ,meo,peroxidase,2,nanoflowers,200,200,200,cover,poly(acrylonitrile),poly(N-Vinylpyrrolidone),0,4000.00,0.0900,0.000046800,H2O2 + TMB,H2O2,1.0000,10.0000,0.400,1.0000000,4,35
RhPt,bime,peroxidase,7,sphere,3.5,3.5,3.5,cover,citric acid,0,0,192.12,0.1290,0.000681500,TMB + H2O2,TMB,0.0100,0.2500,5.000,0.075,4.5,
RhPt,bime,peroxidase,7,sphere,3.5,3.5,3.5,cover,citric acid,0,0,192.12,6.1800,0.000927000,H2O2 + TMB,H2O2,1.0000,16.0000,0.250,0.075,4.5,
Pt,me,peroxidase,7,sphere,2.5,2.5,2.5,cover,citric acid,0,0,192.12,0.1206,0.000065100,TMB + H2O2,TMB,,,,,,
Pt,me,peroxidase,7,sphere,2.5,2.5,2.5,cover,citric acid,0,0,192.12,205.6000,0.000097900,H2O2 + TMB,H2O2,,,,,,
Hg0.01Pt,bime,peroxidase,7,sphere,2.5,2.5,2.5,cover,citric acid,0,0,192.12,0.1337,0.000038500,TMB + H2O2,TMB,,,,,,
Hg0.01Pt,bime,peroxidase,7,sphere,2.5,2.5,2.5,cover,citric acid,0,0,192.12,221.9000,0.000026900,H2O2 + TMB,H2O2,,,,,,
Hg0.1Pt,bime,peroxidase,7,sphere,2.5,2.5,2.5,cover,citric acid,0,0,192.12,0.2570,0.000037200,TMB + H2O2,TMB,,,,,,
Hg0.1Pt,bime,peroxidase,7,sphere,2.5,2.5,2.5,cover,citric acid,0,0,192.12,295.0000,0.000022300,H2O2 + TMB,H2O2,,,,,,
Ag3PO4,salt,oxidase,7,cube,1600,1600,1600,naked,naked,0,0,0,3.3100,0.002770000,OPD,OPD,0.7000,1.3000,no,0.0200000,4.5,50
Ag3PO4,salt,oxidase,7,cube,1600,1600,1600,naked,naked,0,0,0,2.0900,0.024200000,TMB,TMB,0.0500,0.2500,no,0.0700000,6,20
Ag/Ag3PO4,comp,oxidase,7,cube,1620,1620,1620,naked,naked,0,0,0,1.2300,0.005180000,OPD,OPD,0.7000,1.3000,no,0.0200000,4.5,50
Ag/Ag3PO4,comp,oxidase,7,cube,1620,1620,1620,naked,naked,0,0,0,0.1100,0.006320000,TMB,TMB,0.0500,0.2500,no,0.0700000,6,20
(CeO2)0.1/TiO2,comp,peroxidase,,rods,100,20,20,naked,naked,0,0,0,0.0970,0.000055400,TMB + H2O2,TMB,0.0050,0.3000,1.000,0.0500000,4,25
(CeO2)0.1/TiO2,comp,peroxidase,,rods,100,20,20,naked,naked,0,0,0,0.0400,0.000022700,H2O2 + TMB,H2O2,0.0050,1.0000,0.250,0.0500000,4,25
Fe0.15-CoO,bimeo,peroxidase,7,nanoflowers,450,450,450,naked,naked,0,0,0,0.1700,0.000509000,TMB + H2O2,TMB,0.0010,0.1000,20.000,0.3000000,4,25
Fe0.15-CoO,bimeo,peroxidase,7,nanoflowers,450,450,450,naked,naked,0,0,0,11.2000,0.000241000,H2O2 + TMB,H2O2,2.0000,20.0000,0.100,0.3000000,4,25
Fe3O4,meo,peroxidase,7,sphere,89.8,89.8,89.8,naked,naked,0,0,0,1.0600,0.000168000,TMB + H2O2,TMB,0.0100,0.8000,100.000,0.0000200,4.5,
Fe3O4,meo,peroxidase,7,sphere,89.8,89.8,89.8,naked,naked,0,0,0,56.8900,0.000596000,H2O2 + TMB,H2O2,10.0000,600.0000,0.800,0.0000200,4.5,
Co0.5-Fe3O4,comp,peroxidase,7,sphere,94.6,94.6,94.6,naked,naked,0,0,0,1.1700,0.000379000,TMB + H2O2,TMB,0.0100,0.8000,100.000,0.0000200,4.5,
Co0.5-Fe3O4,comp,peroxidase,7,sphere,94.6,94.6,94.6,naked,naked,0,0,0,0.1900,0.000715000,H2O2 + TMB,H2O2,10.0000,600.0000,0.800,0.0000200,4.5,
Fe3O4-Cu-Cu2O,comp,peroxidase,7,sphere,50,50,50,naked,naked,0,0,0,0.8500,0.000131000,OPD + H2O2,OPD,0.2000,1.5000,2.000,0.0500000,8,25
Fe3O4-Cu-Cu2O,comp,peroxidase,7,sphere,50,50,50,naked,naked,0,0,0,2.3000,0.000119000,H2O2 + OPD,H2O2,0.2000,6.0000,1.000,0.0500000,8,25
Fe3O4-Cu-Cu2O,comp,peroxidase,7,sphere,50,50,50,naked,naked,0,0,0,0.8700,0.000132000,OPD + H2O2,OPD,0.2000,1.5000,2.000,0.0500000,8,25
Fe3O4-Cu-Cu2O,comp,peroxidase,7,sphere,50,50,50,naked,naked,0,0,0,2.4000,0.000125000,H2O2 + OPD,H2O2,0.2000,6.0000,1.000,0.0500000,8,25
Fe3O4-Cu-Cu2O,comp,peroxidase,7,sphere,50,50,50,naked,naked,0,0,0,0.1550,0.000017100,TMB + H2O2,TMB,0.0250,0.3000,20.000,0.0500000,4,25
Fe3O4-Cu-Cu2O,comp,peroxidase,7,sphere,50,50,50,naked,naked,0,0,0,116.3000,0.000092300,H2O2 + TMB,H2O2,2.0000,100.0000,0.200,0.0500000,4,25
Fe2O3/Fe4(Fe(CN)6)4,comp,peroxidase,6,sphere,46,46,46,additional,naked,0,ethylenediamine,60.10,1.2200,0.000044310,"3,5-DTBC + H2O2","3,5-DTBC",0.0100,8.0000,208.000,0.0200000,7,40
Fe2O3/Fe4(Fe(CN)6)4,comp,peroxidase,6,sphere,46,46,46,additional,naked,0,ethylenediamine,60.10,91.5400,0.000083080,"H2O2 + 3,5-DTBC",H2O2,49.0000,"1,000.0000",4.500,0.0200000,7,40
Fe2O3,meo,peroxidase,7,sphere,200,200,200,cover,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.0265,0.000000171,TMB + H2O2,TMB,0.4000,2.0000,250.000,0.0185000,5,
Fe2O3,meo,peroxidase,7,sphere,200,200,200,cover,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.0132,0.000000434,H2O2 + TMB,H2O2,10.0000,120.0000,1.000,0.0185000,5,
Fe2O3,meo,peroxidase,7,sphere,35,35,35,additional,naked,0,ethylenediamine,60.10,0.0887,0.000009700,TMB + H2O2,TMB,0.0800,0.3200,987.000,0.1000000,4,
Fe2O3,meo,peroxidase,7,sphere,35,35,35,additional,naked,0,ethylenediamine,60.10,157.1900,0.000012840,H2O2 + TMB,H2O2,40.0000,80.0000,0.100,0.1000000,4,
Pd@Fe2O3,core-shell,peroxidase,7,sphere,70,70,70,cover,poly(ethylene oxide),oleic acid,trimethylamine N-oxide,2450.00,0.0490,0.000102000,ABTS + H2O2,ABTS,0.0100,0.5000,2.000,0.0018000,3.6,37
Pd@Fe2O3,core-shell,peroxidase,7,sphere,70,70,70,cover,poly(ethylene oxide),oleic acid,trimethylamine N-oxide,2450.00,0.2540,0.000128000,H2O2 + ABTS,H2O2,0.0100,0.5000,0.150,0.0018000,3.6,37
Pd@Fe2O3,core-shell,peroxidase,7,sphere,70,70,70,cover,poly(ethylene oxide),oleic acid,trimethylamine N-oxide,2450.00,0.1000,0.000170000,TMB + H2O2,TMB,0.0010,0.2500,25.000,0.0030000,3.6,37
Si-CoO,comp,peroxidase,7,rods,1000,70,70,naked,naked,0,0,0,0.0589,0.000250000,TMB + H2O2,TMB,20.0000,100.0000,250.000,0.3000000,5,25
Si-CoO,comp,peroxidase,7,rods,1000,70,70,naked,naked,0,0,0,0.0230,0.000104000,H2O2 + TMB,H2O2,0.0100,0.1000,1.000,0.3000000,5,25
SiO2@Co3O4,core-shell,peroxidase,7,sphere,63,63,63,naked,naked,0,0,0,0.0870,0.000000120,TMB + H2O2,TMB,0.0150,0.4000,100.000,0.0100000,5,30
SiO2@Co3O4,core-shell,peroxidase,7,sphere,63,63,63,naked,naked,0,0,0,25.2000,0.000000150,H2O2 + TMB,H2O2,20.0000,200.0000,0.300,0.0100000,5,30
Cu-CuFe2O4,comp,peroxidase,7,sphere,7,7,7,cover,sodium dodecyl benzenesulphonate,0,0,348.48,0.3900,0.000239000,TMB + H2O2,TMB,0.0500,0.8000,0.200,0.5000000,4,35
Cu-CuFe2O4,comp,peroxidase,7,sphere,7,7,7,cover,sodium dodecyl benzenesulphonate,0,0,348.48,0.2100,0.000474000,H2O2 + TMB,H2O2,0.0500,0.8000,0.400,0.5000000,4,35
Fe2O3/CoNi,comp,peroxidase,5,sphere,700,700,700,naked,naked,0,0,0,0.2300,0.000135000,TMB + H2O2,TMB,0.2500,2.5000,130.000,3.0000000,6,20
Fe2O3/CoNi,comp,peroxidase,5,sphere,700,700,700,naked,naked,0,0,0,0.4200,0.000093000,H2O2 + TMB,H2O2,6.0000,160.0000,0.350,3.0000000,6,20
MoS2/Fe3O4,comp,peroxidase,6,nanoflowers,1000,1000,1000,naked,naked,0,0,0,0.3500,0.000350000,TMB + H2O2,TMB,0.1429,2.5000,200.000,0.0600000,,25
MoS2/Fe3O4,comp,peroxidase,6,nanoflowers,1000,1000,1000,naked,naked,0,0,0,2.5000,0.000033000,H2O2 + TMB,H2O2,4.0000,100.0000,1.300,0.0600000,,25
MoS2@MgFe2O4,core-shell,peroxidase,7,nanoflowers,200,200,200,naked,naked,0,0,0,0.8060,0.001413000,TMB + H2O2,TMB,0.1000,1.2000,0.100,0.0100000,4,45
MoS2@MgFe2O4,core-shell,peroxidase,7,nanoflowers,200,200,200,naked,naked,0,0,0,0.2380,0.000378000,H2O2 + TMB,H2O2,0.1000,2.0000,0.500,0.0100000,4,45
MoS2@MgFe2O4,core-shell,peroxidase,7,nanoflowers,200,200,200,naked,naked,0,0,0,1.0300,0.000141,ABTS + H2O2,ABTS,,,0.100,0.0100000,4,45
MoS2–Pt0.74Ag0.26,comp,peroxidase,6,plates,200,200,200,cover,poly(allylamine hydrochloride),0,0,180000.00,25.7100,0.000072900,TMB + H2O2,TMB,0.6000,8.0000,1.000,,4,50
MoS2–Pt0.74Ag0.26,comp,peroxidase,6,plates,200,200,200,cover,poly(allylamine hydrochloride),0,0,180000.00,0.3860,0.000032200,H2O2 + TMB,H2O2,0.1000,4.0000,1.000,,4,50
NiCo2S4,bime salt,peroxidase,7,sphere,570,570,570,cover,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.3000,0.000348600,TMB + H2O2,TMB,0.0010,0.1000,25.000,,4,25
